Date,Price
7/29/1994,1064.17
8/1/1994,1075.46
8/2/1994,1081.89
8/3/1994,1082.96
8/4/1994,1082.81
8/5/1994,1080.11
8/8/1994,1078.71
8/9/1994,1074.9
8/10/1994,1077.85
8/11/1994,1072.63
8/12/1994,1075.9
8/15/1994,1074.41
8/16/1994,1076.07
8/17/1994,1082.63
8/18/1994,1091.24
8/19/1994,1088.78
8/22/1994,1089.23
8/23/1994,1083.59
8/24/1994,1089.61
8/25/1994,1084.4
8/26/1994,1081.39
8/29/1994,1082.54
8/30/1994,1085.77
8/31/1994,1088.09
9/1/1994,1087.79
9/2/1994,1094.35
9/5/1994,1087.29
9/6/1994,1086.83
9/7/1994,1076.68
9/8/1994,1071.48
9/9/1994,1072.58
9/12/1994,1071.21
9/13/1994,1072.48
9/14/1994,1069.98
9/15/1994,1068.14
9/16/1994,1069.13
9/19/1994,1059.38
9/20/1994,1067.74
9/21/1994,1067.69
9/22/1994,1063.68
9/23/1994,1068.79
9/26/1994,1058.74
9/27/1994,1055.3
9/28/1994,1058.78
9/29/1994,1056.78
9/30/1994,1052.51
10/3/1994,1043.67
10/4/1994,1043.74
10/5/1994,1042.3
10/6/1994,1040.46
10/7/1994,1039.39
10/10/1994,1042.34
10/11/1994,1051.55
10/12/1994,1062.43
10/13/1994,1069.12
10/14/1994,1075.34
10/17/1994,1081.22
10/18/1994,1078.28
10/19/1994,1075.99
10/20/1994,1078.75
10/21/1994,1074.11
10/24/1994,1072.07
10/25/1994,1067.4
10/26/1994,1066.68
10/27/1994,1071.13
10/28/1994,1071.69
10/31/1994,1086.22
11/1/1994,1084.62
11/2/1994,1081.33
11/3/1994,1069.8
11/4/1994,1067.79
11/7/1994,1063.02
11/8/1994,1065.53
11/9/1994,1057.35
11/10/1994,1050.75
11/11/1994,1052.46
11/14/1994,1045.49
11/15/1994,1055.06
11/16/1994,1051.26
11/17/1994,1050.88
11/18/1994,1045.68
11/21/1994,1041.46
11/22/1994,1032.65
11/23/1994,1021.85
11/24/1994,1018.41
11/25/1994,1017.31
11/28/1994,1021.65
11/29/1994,1025.4
11/30/1994,1032.7
12/1/1994,1026.1
12/2/1994,1016.14
12/5/1994,1024.26
12/6/1994,1023.2
12/7/1994,1019.57
12/8/1994,1013.06
12/9/1994,1002.52
12/12/1994,999.75
12/13/1994,996.57
12/14/1994,1002.74
12/15/1994,1009.07
12/16/1994,1012.46
12/19/1994,1015.5
12/20/1994,1020.02
12/21/1994,1022.89
12/22/1994,1028.03
12/23/1994,1029.42
12/26/1994,1031.96
12/27/1994,1030.92
12/28/1994,1029.74
12/29/1994,1035.37
12/30/1994,1037.86
1/2/1995,1037.71
1/3/1995,1032.38
1/4/1995,1025.92
1/5/1995,1023.9
1/6/1995,1017.37
1/9/1995,1014.16
1/10/1995,1018.18
1/11/1995,1022.13
1/12/1995,1021.6
1/13/1995,1019.66
1/16/1995,1029.32
1/17/1995,1019.8
1/18/1995,1017.41
1/19/1995,1008.17
1/20/1995,1003.12
1/23/1995,970.02
1/24/1995,977.36
1/25/1995,981.21
1/26/1995,983.56
1/27/1995,985.59
1/30/1995,1003.46
1/31/1995,996.67
2/1/1995,997.53
2/2/1995,996.22
2/3/1995,995.93
2/6/1995,1004.75
2/7/1995,1000.93
2/8/1995,994.59
2/9/1995,995.39
2/10/1995,1003.23
2/13/1995,1003.22
2/14/1995,997.59
2/15/1995,998.32
2/16/1995,999.21
2/17/1995,1002.18
2/20/1995,1003.19
2/21/1995,1002.06
2/22/1995,1003.6
2/23/1995,1002.82
2/24/1995,994.67
2/27/1995,980.15
2/28/1995,992.45
3/1/1995,988.35
3/2/1995,999.28
3/3/1995,1016.05
3/6/1995,1022.93
3/7/1995,1021.69
3/8/1995,1018.61
3/9/1995,1017.75
3/10/1995,1000.53
3/13/1995,1007.4
3/14/1995,999.95
3/15/1995,1019
3/16/1995,1017.93
3/17/1995,1013.93
3/20/1995,1010.91
3/21/1995,1010.85
3/22/1995,1006.36
3/23/1995,1002.97
3/24/1995,997.56
3/27/1995,1008.75
3/28/1995,1029.98
3/29/1995,1037.81
3/30/1995,1030.11
3/31/1995,1052.88
4/3/1995,1028.81
4/4/1995,1039.11
4/5/1995,1044.54
4/6/1995,1051.99
4/7/1995,1057.11
4/10/1995,1064.9
4/11/1995,1065.75
4/12/1995,1064.51
4/13/1995,1075.74
4/14/1995,1068.44
4/17/1995,1087.6
4/18/1995,1085.51
4/19/1995,1090.78
4/20/1995,1083.78
4/21/1995,1093.18
4/24/1995,1087.85
4/25/1995,1105.52
4/26/1995,1086.01
4/27/1995,1093.25
4/28/1995,1091.01
5/1/1995,1092.08
5/2/1995,1107.2
5/3/1995,1110.74
5/4/1995,1112.65
5/5/1995,1104.8
5/8/1995,1116.28
5/9/1995,1113.67
5/10/1995,1105.78
5/11/1995,1086.87
5/12/1995,1077.62
5/15/1995,1076.56
5/16/1995,1075.55
5/17/1995,1077.18
5/18/1995,1061.85
5/19/1995,1059.58
5/22/1995,1048.7
5/23/1995,1058.44
5/24/1995,1064.89
5/25/1995,1082.24
5/26/1995,1095.35
5/29/1995,1088.54
5/30/1995,1093.33
5/31/1995,1076.54
6/1/1995,1079.18
6/2/1995,1094.45
6/5/1995,1095.71
6/6/1995,1083.44
6/7/1995,1088.82
6/8/1995,1073.47
6/9/1995,1070.01
6/12/1995,1061.24
6/13/1995,1056.47
6/14/1995,1061.34
6/15/1995,1061.68
6/16/1995,1063.45
6/19/1995,1064.74
6/20/1995,1065.13
6/21/1995,1073.8
6/22/1995,1077.51
6/23/1995,1082.66
6/26/1995,1073.09
6/27/1995,1070.46
6/28/1995,1057.67
6/29/1995,1052.77
6/30/1995,1056.17
7/3/1995,1060.62
7/4/1995,1068.21
7/5/1995,1072.5
7/6/1995,1080.5
7/7/1995,1102.73
7/10/1995,1104.33
7/11/1995,1110.74
7/12/1995,1110.57
7/13/1995,1113.29
7/14/1995,1109.48
7/17/1995,1110.38
7/18/1995,1106.2
7/19/1995,1100.54
7/20/1995,1103.89
7/21/1995,1101.05
7/24/1995,1112.26
7/25/1995,1102.42
7/26/1995,1111.43
7/27/1995,1114.62
7/28/1995,1118.62
7/31/1995,1120.42
8/1/1995,1110.23
8/2/1995,1107.91
8/3/1995,1115.29
8/4/1995,1109.49
8/7/1995,1104.13
8/8/1995,1103.84
8/9/1995,1101.94
8/10/1995,1089.88
8/11/1995,1082.99
8/14/1995,1081.95
8/15/1995,1070.08
8/16/1995,1085.46
8/17/1995,1078.45
8/18/1995,1086.5
8/21/1995,1084.63
8/22/1995,1080.48
8/23/1995,1081.48
8/24/1995,1079.69
8/25/1995,1078.71
8/28/1995,1080.86
8/29/1995,1077.42
8/30/1995,1069.03
8/31/1995,1076.24
9/1/1995,1080.04
9/4/1995,1075.83
9/5/1995,1077.37
9/6/1995,1071.4
9/7/1995,1073.43
9/8/1995,1077.94
9/11/1995,1086.32
9/12/1995,1082.52
9/13/1995,1080.93
9/14/1995,1084.17
9/15/1995,1081.65
9/18/1995,1070.4
9/19/1995,1071.39
9/20/1995,1077.19
9/21/1995,1091.13
9/22/1995,1085.34
9/25/1995,1075.73
9/26/1995,1075.39
9/27/1995,1085.46
9/28/1995,1083.15
9/29/1995,1095.8
10/2/1995,1081.11
10/3/1995,1082.97
10/4/1995,1088.21
10/5/1995,1092.13
10/6/1995,1091.05
10/9/1995,1087.49
10/10/1995,1077.72
10/11/1995,1068.21
10/12/1995,1076.25
10/13/1995,1078.62
10/16/1995,1082.46
10/17/1995,1080.45
10/18/1995,1076.69
10/19/1995,1079.47
10/20/1995,1085.85
10/23/1995,1082.43
10/24/1995,1078.13
10/25/1995,1073.95
10/26/1995,1061.96
10/27/1995,1050.38
10/30/1995,1059.02
10/31/1995,1064.88
11/1/1995,1057.61
11/2/1995,1065.3
11/3/1995,1066.32
11/6/1995,1067.38
11/7/1995,1068.1
11/8/1995,1069.15
11/9/1995,1071.75
11/10/1995,1072.03
11/13/1995,1062.73
11/14/1995,1065.86
11/15/1995,1069.5
11/16/1995,1071.96
11/17/1995,1075.84
11/20/1995,1086.87
11/21/1995,1087.77
11/22/1995,1089.55
11/23/1995,1088.77
11/24/1995,1086.7
11/27/1995,1090.08
11/28/1995,1095.26
11/29/1995,1089.7
11/30/1995,1093.06
12/1/1995,1100.72
12/4/1995,1104.14
12/5/1995,1105.59
12/6/1995,1108.31
12/7/1995,1116.15
12/8/1995,1109.23
12/11/1995,1111.27
12/12/1995,1110.38
12/13/1995,1109.44
12/14/1995,1119.24
12/15/1995,1112.6
12/18/1995,1110.7
12/19/1995,1101.27
12/20/1995,1113.12
12/21/1995,1122.37
12/22/1995,1127.41
12/25/1995,1127.41
12/26/1995,1132.1
12/27/1995,1137.08
12/28/1995,1133.64
12/29/1995,1135.63
1/1/1996,1135.63
1/2/1996,1136.22
1/3/1996,1142.51
1/4/1996,1149.67
1/5/1996,1156.18
1/8/1996,1151.23
1/9/1996,1147.62
1/10/1996,1142.68
1/11/1996,1137.09
1/12/1996,1135.33
1/15/1996,1132.97
1/16/1996,1137.38
1/17/1996,1135.1
1/18/1996,1131.25
1/19/1996,1131.45
1/22/1996,1125.55
1/23/1996,1119.29
1/24/1996,1120.39
1/25/1996,1125.86
1/26/1996,1122.29
1/29/1996,1122.75
1/30/1996,1124.09
1/31/1996,1138.87
2/1/1996,1141.08
2/2/1996,1144.34
2/5/1996,1145.46
2/6/1996,1145.9
2/7/1996,1147.8
2/8/1996,1144.51
2/9/1996,1140.04
2/12/1996,1143.11
2/13/1996,1141.24
2/14/1996,1145.05
2/15/1996,1149.3
2/16/1996,1154.44
2/19/1996,1156.53
2/20/1996,1138.6
2/21/1996,1139.82
2/22/1996,1143.8
2/23/1996,1147.37
2/26/1996,1147.47
2/27/1996,1140.96
2/28/1996,1142.38
2/29/1996,1141.23
3/1/1996,1143.8
3/4/1996,1142.82
3/5/1996,1141.93
3/6/1996,1140.3
3/7/1996,1135.71
3/8/1996,1129.99
3/11/1996,1114.82
3/12/1996,1119.68
3/13/1996,1118.68
3/14/1996,1127.53
3/15/1996,1128.37
3/18/1996,1134.86
3/19/1996,1142.37
3/20/1996,1141.02
3/21/1996,1150.13
3/22/1996,1149.09
3/25/1996,1155.33
3/26/1996,1152.6
3/27/1996,1155.25
3/28/1996,1157.03
3/29/1996,1163.95
4/1/1996,1164.21
4/2/1996,1167.24
4/3/1996,1166.31
4/4/1996,1167.08
4/5/1996,1168.83
4/8/1996,1165.35
4/9/1996,1163.98
4/10/1996,1165.55
4/11/1996,1161.19
4/12/1996,1161
4/15/1996,1167.31
4/16/1996,1170.27
4/17/1996,1167.18
4/18/1996,1169.18
4/19/1996,1180.77
4/22/1996,1189.43
4/23/1996,1190.49
4/24/1996,1190.31
4/25/1996,1188.95
4/26/1996,1196.96
4/29/1996,1200.13
4/30/1996,1196.3
5/1/1996,1188.12
5/2/1996,1186.08
5/3/1996,1181.03
5/6/1996,1180.37
5/7/1996,1175.74
5/8/1996,1175.14
5/9/1996,1174.09
5/10/1996,1170.13
5/13/1996,1165.02
5/14/1996,1166.73
5/15/1996,1174.82
5/16/1996,1174.75
5/17/1996,1176.87
5/20/1996,1173.87
5/21/1996,1175.07
5/22/1996,1169.93
5/23/1996,1164.94
5/24/1996,1161.73
5/27/1996,1160.26
5/28/1996,1161.29
5/29/1996,1162.63
5/30/1996,1166.06
5/31/1996,1172.77
6/3/1996,1164.55
6/4/1996,1165.64
6/5/1996,1166.65
6/6/1996,1164.4
6/7/1996,1156.17
6/10/1996,1157.52
6/11/1996,1160.05
6/12/1996,1166.08
6/13/1996,1164.77
6/14/1996,1172.44
6/17/1996,1172.17
6/18/1996,1179.54
6/19/1996,1178
6/20/1996,1175.47
6/21/1996,1174.5
6/24/1996,1177.91
6/25/1996,1175.92
6/26/1996,1177.5
6/27/1996,1174.73
6/28/1996,1177.85
7/1/1996,1178.64
7/2/1996,1172.9
7/3/1996,1170.67
7/4/1996,1174.64
7/5/1996,1166.5
7/8/1996,1155.71
7/9/1996,1160.73
7/10/1996,1158.46
7/11/1996,1158.31
7/12/1996,1146.06
7/15/1996,1143.12
7/16/1996,1136.35
7/17/1996,1140.39
7/18/1996,1146.17
7/19/1996,1149.82
7/22/1996,1137.11
7/23/1996,1139.7
7/24/1996,1121.41
7/25/1996,1129.97
7/26/1996,1131.79
7/29/1996,1132.01
7/30/1996,1130.43
7/31/1996,1141.88
8/1/1996,1149.36
8/2/1996,1153.61
8/5/1996,1158.71
8/6/1996,1149.57
8/7/1996,1144.55
8/8/1996,1146.95
8/9/1996,1143.7
8/12/1996,1146.77
8/13/1996,1150.5
8/14/1996,1151.11
8/15/1996,1150.41
8/16/1996,1150.09
8/19/1996,1152.87
8/20/1996,1156.47
8/21/1996,1161.17
8/22/1996,1163.58
8/23/1996,1165.84
8/26/1996,1163.25
8/27/1996,1162.83
8/28/1996,1158.61
8/29/1996,1149.77
8/30/1996,1142.83
9/2/1996,1136.73
9/3/1996,1133.51
9/4/1996,1138.67
9/5/1996,1141.8
9/6/1996,1137.6
9/9/1996,1141.82
9/10/1996,1141.73
9/11/1996,1137.5
9/12/1996,1139.84
9/13/1996,1149.11
9/16/1996,1154.01
9/17/1996,1160.25
9/18/1996,1162.05
9/19/1996,1162.02
9/20/1996,1158.89
9/23/1996,1153.89
9/24/1996,1155.54
9/25/1996,1165.24
9/26/1996,1165.77
9/27/1996,1168.73
9/30/1996,1171.65
10/1/1996,1173.31
10/2/1996,1175.71
10/3/1996,1171.95
10/4/1996,1169.34
10/7/1996,1172.19
10/8/1996,1170.91
10/9/1996,1164.6
10/10/1996,1162.57
10/11/1996,1165.46
10/14/1996,1170.35
10/15/1996,1178.37
10/16/1996,1175.25
10/17/1996,1175.61
10/18/1996,1182.19
10/21/1996,1178.61
10/22/1996,1173.93
10/23/1996,1168.4
10/24/1996,1165.33
10/25/1996,1161.78
10/28/1996,1162.46
10/29/1996,1160.53
10/30/1996,1161.31
10/31/1996,1158.11
11/1/1996,1159.86
11/4/1996,1160.58
11/5/1996,1161.16
11/6/1996,1172.43
11/7/1996,1176.2
11/8/1996,1183.49
11/11/1996,1185.71
11/12/1996,1189.66
11/13/1996,1186.38
11/14/1996,1192.67
11/15/1996,1198.19
11/18/1996,1196.25
11/19/1996,1200.15
11/20/1996,1206.48
11/21/1996,1206.94
11/22/1996,1212.85
11/25/1996,1210.07
11/26/1996,1210.23
11/27/1996,1205.39
11/28/1996,1201.56
11/29/1996,1202.61
12/2/1996,1194.98
12/3/1996,1187.9
12/4/1996,1185.83
12/5/1996,1195.03
12/6/1996,1172.31
12/9/1996,1178.69
12/10/1996,1186.6
12/11/1996,1176.7
12/12/1996,1170.17
12/13/1996,1159.99
12/16/1996,1169.39
12/17/1996,1169.2
12/18/1996,1166.91
12/19/1996,1161.11
12/20/1996,1172.21
12/23/1996,1174.94
12/24/1996,1165.14
12/25/1996,1165.14
12/26/1996,1168.64
12/27/1996,1173.77
12/30/1996,1178.95
12/31/1996,1185.57
1/1/1997,1185.57
1/2/1997,1173.82
1/3/1997,1173.55
1/6/1997,1179.13
1/7/1997,1173.22
1/8/1997,1168.7
1/9/1997,1157.33
1/10/1997,1139.38
1/13/1997,1154.94
1/14/1997,1160.21
1/15/1997,1163.92
1/16/1997,1171.55
1/17/1997,1164.97
1/20/1997,1150.41
1/21/1997,1144.77
1/22/1997,1150.96
1/23/1997,1147.9
1/24/1997,1140.79
1/27/1997,1127.46
1/28/1997,1126.43
1/29/1997,1128.02
1/30/1997,1128.08
1/31/1997,1142.58
2/3/1997,1139.74
2/4/1997,1142.28
2/5/1997,1141.21
2/6/1997,1139.32
2/7/1997,1135.47
2/10/1997,1151.06
2/11/1997,1146.85
2/12/1997,1147.9
2/13/1997,1150.82
2/14/1997,1155.03
2/17/1997,1152.09
2/18/1997,1148.42
2/19/1997,1148.82
2/20/1997,1159.76
2/21/1997,1164.89
2/24/1997,1169.83
2/25/1997,1176
2/26/1997,1167.88
2/27/1997,1170.87
2/28/1997,1159.75
3/3/1997,1153.5
3/4/1997,1158.67
3/5/1997,1156.33
3/6/1997,1156.82
3/7/1997,1158.77
3/10/1997,1166.53
3/11/1997,1170.49
3/12/1997,1160.04
3/13/1997,1150.59
3/14/1997,1153.28
3/17/1997,1144.26
3/18/1997,1147.67
3/19/1997,1150.47
3/20/1997,1134.4
3/21/1997,1146.07
3/24/1997,1138.16
3/25/1997,1149.2
3/26/1997,1157.64
3/27/1997,1163.12
3/28/1997,1161.54
3/31/1997,1162.39
4/1/1997,1141.87
4/2/1997,1143.62
4/3/1997,1137.86
4/4/1997,1132.99
4/7/1997,1127.23
4/8/1997,1130.51
4/9/1997,1128.18
4/10/1997,1123.81
4/11/1997,1122.01
4/14/1997,1112.35
4/15/1997,1123.27
4/16/1997,1130.37
4/17/1997,1136.2
4/18/1997,1142.21
4/21/1997,1153.49
4/22/1997,1150.68
4/23/1997,1158.47
4/24/1997,1158.52
4/25/1997,1150.09
4/28/1997,1147.45
4/29/1997,1156.5
4/30/1997,1167.03
5/1/1997,1175.98
5/2/1997,1179.62
5/5/1997,1185.33
5/6/1997,1209.61
5/7/1997,1211.02
5/8/1997,1215.65
5/9/1997,1225.1
5/12/1997,1243.53
5/13/1997,1248.69
5/14/1997,1254.51
5/15/1997,1257.29
5/16/1997,1266.88
5/19/1997,1261.06
5/20/1997,1267.78
5/21/1997,1267.64
5/22/1997,1257.29
5/23/1997,1266.25
5/26/1997,1267.46
5/27/1997,1259.71
5/28/1997,1264.42
5/29/1997,1261.54
5/30/1997,1241.39
6/2/1997,1248.41
6/3/1997,1253.85
6/4/1997,1255.94
6/5/1997,1260.95
6/6/1997,1266.27
6/9/1997,1281.33
6/10/1997,1283.51
6/11/1997,1287.88
6/12/1997,1286.81
6/13/1997,1288.65
6/16/1997,1299.27
6/17/1997,1289.57
6/18/1997,1290.72
6/19/1997,1295.27
6/20/1997,1295.1
6/23/1997,1295.66
6/24/1997,1298.71
6/25/1997,1319.72
6/26/1997,1322.39
6/27/1997,1311.51
6/30/1997,1308.28
7/1/1997,1312.37
7/2/1997,1313.51
7/3/1997,1330.88
7/4/1997,1326.99
7/7/1997,1331.74
7/8/1997,1328.55
7/9/1997,1328.25
7/10/1997,1326.16
7/11/1997,1327.46
7/14/1997,1333.23
7/15/1997,1323.54
7/16/1997,1339.53
7/17/1997,1341.88
7/18/1997,1327.6
7/21/1997,1316.16
7/22/1997,1323.36
7/23/1997,1335
7/24/1997,1330.03
7/25/1997,1326.37
7/28/1997,1323.2
7/29/1997,1322.98
7/30/1997,1324.82
7/31/1997,1327.92
8/1/1997,1312.31
8/4/1997,1295.59
8/5/1997,1286.98
8/6/1997,1302.23
8/7/1997,1309.07
8/8/1997,1315.17
8/11/1997,1297.59
8/12/1997,1300.99
8/13/1997,1296.7
8/14/1997,1287.3
8/15/1997,1289.55
8/18/1997,1272.95
8/19/1997,1276.84
8/20/1997,1284.87
8/21/1997,1287.77
8/22/1997,1268.54
8/25/1997,1263.5
8/26/1997,1263.84
8/27/1997,1255.46
8/28/1997,1244.53
8/29/1997,1227.21
9/1/1997,1218.92
9/2/1997,1229.18
9/3/1997,1248.42
9/4/1997,1245.98
9/5/1997,1255.27
9/8/1997,1254.55
9/9/1997,1261.55
9/10/1997,1251.68
9/11/1997,1232.03
9/12/1997,1229.41
9/15/1997,1240.57
9/16/1997,1244.14
9/17/1997,1250.95
9/18/1997,1255.45
9/19/1997,1257.23
9/22/1997,1262.75
9/23/1997,1263.97
9/24/1997,1287.11
9/25/1997,1286.3
9/26/1997,1285.46
9/29/1997,1287.99
9/30/1997,1294.42
10/1/1997,1298.77
10/2/1997,1297.47
10/3/1997,1304.28
10/6/1997,1304.6
10/7/1997,1302.27
10/8/1997,1303.52
10/9/1997,1286.95
10/10/1997,1284.05
10/13/1997,1286.88
10/14/1997,1282
10/15/1997,1282.02
10/16/1997,1292.27
10/17/1997,1273.77
10/20/1997,1261.01
10/21/1997,1266.23
10/22/1997,1261.42
10/23/1997,1220.31
10/24/1997,1222.13
10/27/1997,1196.64
10/28/1997,1161.9
10/29/1997,1203.88
10/30/1997,1185.7
10/31/1997,1193.35
11/3/1997,1207.89
11/4/1997,1206.79
11/5/1997,1206.35
11/6/1997,1201.65
11/7/1997,1173.26
11/10/1997,1167.48
11/11/1997,1170.88
11/12/1997,1148.12
11/13/1997,1148.01
11/14/1997,1140.66
11/17/1997,1182.24
11/18/1997,1191.39
11/19/1997,1167.33
11/20/1997,1184.79
11/21/1997,1204.61
11/24/1997,1192.49
11/25/1997,1165.8
11/26/1997,1168.17
11/27/1997,1180.11
11/28/1997,1179.63
12/1/1997,1193.84
12/2/1997,1200.3
12/3/1997,1197.2
12/4/1997,1199.44
12/5/1997,1199.14
12/8/1997,1199.3
12/9/1997,1202.52
12/10/1997,1197.53
12/11/1997,1172.21
12/12/1997,1169.57
12/15/1997,1168.57
12/16/1997,1175.89
12/17/1997,1203.61
12/18/1997,1196.25
12/19/1997,1166.18
12/22/1997,1152.61
12/23/1997,1160.23
12/24/1997,1161.93
12/25/1997,1161.93
12/26/1997,1162.88
12/29/1997,1179.56
12/30/1997,1190.43
12/31/1997,1188.39
1/1/1998,1188.39
1/2/1998,1188.17
1/5/1998,1188.77
1/6/1998,1180.78
1/7/1998,1179.79
1/8/1998,1171.91
1/9/1998,1155.84
1/12/1998,1123.09
1/13/1998,1140.55
1/14/1998,1156.46
1/15/1998,1156.58
1/16/1998,1188.35
1/19/1998,1202.88
1/20/1998,1203.03
1/21/1998,1209.77
1/22/1998,1211.69
1/23/1998,1221.76
1/26/1998,1232.53
1/27/1998,1241.11
1/28/1998,1246.83
1/29/1998,1244.51
1/30/1998,1241.2
2/2/1998,1262.78
2/3/1998,1273.1
2/4/1998,1278.35
2/5/1998,1294.31
2/6/1998,1295.05
2/9/1998,1290.3
2/10/1998,1295.23
2/11/1998,1296.57
2/12/1998,1290
2/13/1998,1275.08
2/16/1998,1277.82
2/17/1998,1287.22
2/18/1998,1292.32
2/19/1998,1286.34
2/20/1998,1287.63
2/23/1998,1294.5
2/24/1998,1284.02
2/25/1998,1295.46
2/26/1998,1306.29
2/27/1998,1319.25
3/2/1998,1339.89
3/3/1998,1335.9
3/4/1998,1319.46
3/5/1998,1299.61
3/6/1998,1317.92
3/9/1998,1322.96
3/10/1998,1326.37
3/11/1998,1321.58
3/12/1998,1321.41
3/13/1998,1345.25
3/16/1998,1339.11
3/17/1998,1351.54
3/18/1998,1338.88
3/19/1998,1346.2
3/20/1998,1351.96
3/23/1998,1358.61
3/24/1998,1362.49
3/25/1998,1374.93
3/26/1998,1375.69
3/27/1998,1375.12
3/30/1998,1353.85
3/31/1998,1358.27
4/1/1998,1362.99
4/2/1998,1357.94
4/3/1998,1358.57
4/6/1998,1376.18
4/7/1998,1377.27
4/8/1998,1381.86
4/9/1998,1400.46
4/10/1998,1400.88
4/13/1998,1397.05
4/14/1998,1411.07
4/15/1998,1414.14
4/16/1998,1385.89
4/17/1998,1379.55
4/20/1998,1388.63
4/21/1998,1395.09
4/22/1998,1389.53
4/23/1998,1376.94
4/24/1998,1370.51
4/27/1998,1335.28
4/28/1998,1344.44
4/29/1998,1344.64
4/30/1998,1367.39
5/1/1998,1377.45
5/4/1998,1395.03
5/5/1998,1389.87
5/6/1998,1385.61
5/7/1998,1368.39
5/8/1998,1371.37
5/11/1998,1387.23
5/12/1998,1375.42
5/13/1998,1373.83
5/14/1998,1370.64
5/15/1998,1368.38
5/18/1998,1343.65
5/19/1998,1360.49
5/20/1998,1376.8
5/21/1998,1389.22
5/22/1998,1392.23
5/25/1998,1391.73
5/26/1998,1394.55
5/27/1998,1364.5
5/28/1998,1359.67
5/29/1998,1359.14
6/1/1998,1347.24
6/2/1998,1356.07
6/3/1998,1365.91
6/4/1998,1364.31
6/5/1998,1369.29
6/8/1998,1375.86
6/9/1998,1373.86
6/10/1998,1355.99
6/11/1998,1331.51
6/12/1998,1311.7
6/15/1998,1283.81
6/16/1998,1298.23
6/17/1998,1336.75
6/18/1998,1347.11
6/19/1998,1348.97
6/22/1998,1328.59
6/23/1998,1330.23
6/24/1998,1333.89
6/25/1998,1351.09
6/26/1998,1343.87
6/29/1998,1354.17
6/30/1998,1367.81
7/1/1998,1385.49
7/2/1998,1384.03
7/3/1998,1393.32
7/6/1998,1393.73
7/7/1998,1399.09
7/8/1998,1400.6
7/9/1998,1385.68
7/10/1998,1378.49
7/13/1998,1394.22
7/14/1998,1414.1
7/15/1998,1420.61
7/16/1998,1427.96
7/17/1998,1441.37
7/20/1998,1452
7/21/1998,1438.47
7/22/1998,1411.55
7/23/1998,1403.06
7/24/1998,1407.34
7/27/1998,1378.17
7/28/1998,1383.17
7/29/1998,1377.01
7/30/1998,1389.28
7/31/1998,1380.06
8/3/1998,1353.5
8/4/1998,1350.06
8/5/1998,1335.18
8/6/1998,1318.77
8/7/1998,1327.78
8/10/1998,1301.74
8/11/1998,1264.97
8/12/1998,1280.87
8/13/1998,1269.21
8/14/1998,1272.68
8/17/1998,1268.26
8/18/1998,1299.84
8/19/1998,1312.13
8/20/1998,1306.61
8/21/1998,1259.16
8/24/1998,1262.97
8/25/1998,1279.92
8/26/1998,1251.77
8/27/1998,1214.02
8/28/1998,1204.26
8/31/1998,1207.45
9/1/1998,1208.85
9/2/1998,1231.44
9/3/1998,1226.32
9/4/1998,1225.07
9/7/1998,1266.47
9/8/1998,1276.91
9/9/1998,1252.41
9/10/1998,1229.8
9/11/1998,1221.86
9/14/1998,1242.13
9/15/1998,1242.86
9/16/1998,1245.54
9/17/1998,1216.21
9/18/1998,1196.59
9/21/1998,1162.14
9/22/1998,1177.92
9/23/1998,1197.32
9/24/1998,1203.87
9/25/1998,1187.76
9/28/1998,1198.2
9/29/1998,1200.15
9/30/1998,1168.77
10/1/1998,1134.84
10/2/1998,1114.62
10/5/1998,1095.18
10/6/1998,1132.75
10/7/1998,1169.03
10/8/1998,1142.8
10/9/1998,1151.88
10/12/1998,1199.16
10/13/1998,1200.07
10/14/1998,1209.98
10/15/1998,1227.12
10/16/1998,1258.05
10/19/1998,1257.63
10/20/1998,1276.72
10/21/1998,1271.07
10/22/1998,1271.08
10/23/1998,1270.29
10/26/1998,1267.53
10/27/1998,1279.19
10/28/1998,1262.35
10/29/1998,1275.1
10/30/1998,1288.93
11/2/1998,1324.17
11/3/1998,1314.68
11/4/1998,1341.51
11/5/1998,1328.04
11/6/1998,1320.53
11/9/1998,1292.59
11/10/1998,1279.31
11/11/1998,1298.35
11/12/1998,1277.61
11/13/1998,1287.02
11/16/1998,1321.93
11/17/1998,1313.5
11/18/1998,1315.37
11/19/1998,1332.16
11/20/1998,1351.15
11/23/1998,1362.58
11/24/1998,1365.5
11/25/1998,1355.77
11/26/1998,1374.32
11/27/1998,1374.83
11/30/1998,1353.32
12/1/1998,1323.62
12/2/1998,1324.24
12/3/1998,1334.63
12/4/1998,1336.45
12/7/1998,1335.49
12/8/1998,1341.86
12/9/1998,1357.59
12/10/1998,1356.62
12/11/1998,1340.12
12/14/1998,1335.39
12/15/1998,1334.33
12/16/1998,1346.17
12/17/1998,1357.69
12/18/1998,1361.67
12/21/1998,1380.86
12/22/1998,1372.48
12/23/1998,1390.62
12/24/1998,1383.9
12/25/1998,1386.23
12/28/1998,1394.32
12/29/1998,1405.97
12/30/1998,1399.36
12/31/1998,1405.04
1/1/1999,1405.04
1/4/1999,1435.65
1/5/1999,1445.11
1/6/1999,1466.5
1/7/1999,1457.71
1/8/1999,1449.11
1/11/1999,1437.18
1/12/1999,1416.82
1/13/1999,1382.75
1/14/1999,1388.93
1/15/1999,1395.38
1/18/1999,1420.32
1/19/1999,1418.01
1/20/1999,1430.07
