report_date,smi,pos,neg
19951229,-0.14484314108417018,1.0,1.0041076567609202
19960105,-0.5654421983878546,1.0,0.9798479112555659
19960112,-0.5287635196150613,1.0,0.9961621877224234
19960119,-0.5269634514394657,1.0,1.0121019187445357
19960126,-0.4333733343451081,1.0,1.0352545228878574
19960202,-0.11581108369253434,1.0,1.0686807642759968
19960209,-0.3832813523956813,1.0,1.055020408515086
19960216,-1.0371809634665383,1.0,1.0590583340756483
19960223,-1.8652858499720053,1.0,1.0354211868526941
19960301,-0.1003778381600542,1.0,1.0179544779566927
19960308,0.11464487683651647,1.0125177474348854,1.0179544779566927
19960315,0.1038448203073452,1.0270244593528017,1.0179544779566927
19960322,0.012277462040966913,1.0189423835832674,1.0179544779566927
19960329,0.06953477187010937,1.0169534175217048,1.0179544779566927
19960405,-0.08782281204782327,1.0169534175217048,1.0179544779566927
19960412,-0.876655321115727,1.0169534175217048,1.0313201921316784
19960419,-1.2039425937679926,1.0169534175217048,1.044733917445042
19960426,-1.2030132386988095,1.0169534175217048,1.0258204115108545
19960503,-1.470425164091184,1.0169534175217048,1.042543607104634
19960510,-2.194060382041892,1.0169534175217048,1.0694348743347417
19960517,-1.7346454054108584,1.0169534175217048,1.0847831495542888
19960524,-1.4303939211276642,1.0169534175217048,1.0674684161268682
19960531,-1.3527517040494883,1.0169534175217048,1.0741528612180313
19960607,-1.3493094906566498,1.0169534175217048,1.0622516507802657
19960614,-0.8157937532005519,1.0169534175217048,1.0638311106391134
19960621,-0.7259245672986693,1.0169534175217048,1.069877383120951
19960628,-0.4713648421103842,1.0169534175217048,1.0410177875122706
19960705,-0.3410663819535207,1.0169534175217048,1.0232040705588064
19960712,-0.4731180112363727,1.0169534175217048,1.0113915620810625
19960719,-0.4534130621057381,1.0169534175217048,1.0069104922877508
19960726,-0.5742655482943666,1.0169534175217048,1.0490141481211943
19960802,-0.2234759203018869,1.0169534175217048,1.0483965837652929
19960809,-0.3701474910001807,1.0169534175217048,1.0533211596902934
19960816,-0.09913254579543927,1.0169534175217048,1.0562030343170776
19960823,-0.08361611412965042,1.0169534175217048,1.0323880122979607
19960830,0.2108049719574032,1.0353119233989172,1.0323880122979607
19960906,0.6200562335575062,1.0745655824411235,1.0323880122979607
19960913,0.9606507579685856,1.0848133058054188,1.0323880122979607
19960920,1.1357247675697157,1.0834869118657502,1.0323880122979607
19960927,1.5837284579347932,1.1075981154182732,1.0323880122979607
19961004,1.5277090531118285,1.1063348463268778,1.0323880122979607
19961011,0.6998007391263161,1.1223774348679902,1.0323880122979607
19961018,1.4556834078145104,1.1067453994260679,1.0323880122979607
19961025,0.6190349675846547,1.1112455783544009,1.0323880122979607
19961101,0.21404758345398325,1.1539572278905574,1.0323880122979607
19961108,0.20967900177198492,1.1646943385703545,1.0323880122979607
19961115,0.15943612823926134,1.1822368899095457,1.0323880122979607
19961122,-0.3147195983749849,1.1822368899095457,1.0431844501797154
19961129,-0.15176910461507245,1.1822368899095457,1.019179379584295
19961206,-0.2754793792217447,1.1822368899095457,1.0040763960597958
19961213,-1.036472051567901,1.1822368899095457,1.0319535987835053
19961220,-0.8095999171158116,1.1822368899095457,1.03881608406017
19961227,-0.19305183968565376,1.1822368899095457,1.0262700257100552
19970103,-0.5897128860836283,1.1822368899095457,1.042006409246422
19970110,-0.31209371746751197,1.1822368899095457,1.0648770203432343
19970117,0.3584062453780671,1.1736310499111906,1.0648770203432343
19970124,0.35485563284471433,1.1974533179684848,1.0648770203432343
19970131,0.3299418487470578,1.2026321255359693,1.0648770203432343
19970207,-0.4852468056476802,1.2026321255359693,1.0903943389867095
19970214,-0.5926050231860627,1.2026321255359693,1.0928220592618594
19970221,-1.070378978055305,1.2026321255359693,1.0778970614980317
19970228,-1.0502560647587909,1.2026321255359693,1.0971836304782001
19970307,-1.2222194323719853,1.2026321255359693,1.0811001066948773
19970314,-1.055663173783253,1.2026321255359693,1.0687375794364253
19970321,-1.413174478067999,1.2026321255359693,1.0319635449130768
19970328,-1.4235393999786476,1.2026321255359693,1.0319635449130768
19970404,-1.3750618242624442,1.2026321255359693,1.0043909612968374
19970411,-1.8170223076791363,1.2026321255359693,1.0434555295273389
19970418,-1.8415852899060337,1.2026321255359693,1.0421347251604043
19970425,-1.0703314434114362,1.2026321255359693,1.1069472840932923
19970502,-1.1185710130348314,1.2026321255359693,1.1230279661534226
19970509,-0.9908199455291806,1.2026321255359693,1.1297951237320787
19970516,-0.18286811770135114,1.2026321255359693,1.1533237679045991
19970523,0.017078226156297727,1.2016807821215287,1.1533237679045991
19970530,0.04080390039921456,1.2154643568590966,1.1533237679045991
19970606,0.2878309753635002,1.2654139901710613,1.1533237679045991
19970613,-0.3629500639188298,1.2654139901710613,1.1603345694460319
19970620,0.494928292923761,1.249362193503359,1.1603345694460319
19970627,0.3524081326379153,1.28442265673299,1.1603345694460319
19970704,0.5864625649349189,1.28442265673299,1.1603345694460319
19970711,-0.061145237935756665,1.28442265673299,1.1585877575599475
19970718,1.1488564512634585,1.3173857024644307,1.1585877575599475
